date;Afghanistan;Albania;Algeria;Andorra;Angola;Antigua and Barbuda;Argentina;Armenia;Australia;Austria;Azerbaijan;Bahamas;Bahrain;Bangladesh;Barbados;Belarus;Brazil;Dominica;Dominican Republic;Ecuador;Egypt;El Salvador;Equatorial Guinea;Eritrea;Estonia;Eswatini;Ethiopia;Fiji;Finland;France;Gabon;Gambia;Georgia;Germany;Ghana;Greece;Grenada;Guatemala;Guinea;Guinea-Bissau;India;Indonesia;Iran;Kuwait;Kyrgyzstan;Laos;Latvia;Lebanon;Lesotho;Liberia;Libya;Liechtenstein;Lithuania;Nigeria;North Macedonia;Norway;Oman;Pakistan;Poland;Portugal;Qatar;Romania;Russia;Rwanda;Saint Kitts and Nevis;Saint Lucia;Saint Vincent and the Grenadines;San Marino;Sao Tome and Principe;Saudi Arabia;Senegal;Serbia;Seychelles;Sierra Leone;Singapore;Slovakia;Slovenia;Somalia;South Africa;Spain;Sri Lanka;Sudan;Suriname;Sweden;Switzerland;Syria;Tajikistan;Tanzania;Thailand;Timor-Leste;Togo;Trinidad and Tobago;Tunisia;Turkey;US;Uganda;Ukraine;United Arab Emirates;United Kingdom;Uruguay;Uzbekistan;Venezuela;Vietnam;West Bank and Gaza;Western Sahara;Yemen;Zambia;Zimbabwe;Afghanistan_fitted;Albania_fitted;Algeria_fitted;Andorra_fitted;Angola_fitted;Antigua and Barbuda_fitted;Argentina_fitted;Armenia_fitted;Australia_fitted;Austria_fitted;Azerbaijan_fitted;Bahamas_fitted;Bahrain_fitted;Bangladesh_fitted;Barbados_fitted;Belarus_fitted;Brazil_fitted;Dominica_fitted;Dominican Republic_fitted;Ecuador_fitted;Egypt_fitted;El Salvador_fitted;Equatorial Guinea_fitted;Eritrea_fitted;Estonia_fitted;Eswatini_fitted;Ethiopia_fitted;Fiji_fitted;Finland_fitted;France_fitted;Gabon_fitted;Gambia_fitted;Georgia_fitted;Germany_fitted;Ghana_fitted;Greece_fitted;Grenada_fitted;Guatemala_fitted;Guinea_fitted;Guinea-Bissau_fitted;India_fitted;Indonesia_fitted;Iran_fitted;Kuwait_fitted;Kyrgyzstan_fitted;Laos_fitted;Latvia_fitted;Lebanon_fitted;Lesotho_fitted;Liberia_fitted;Libya_fitted;Liechtenstein_fitted;Lithuania_fitted;Nigeria_fitted;North Macedonia_fitted;Norway_fitted;Oman_fitted;Pakistan_fitted;Poland_fitted;Portugal_fitted;Qatar_fitted;Romania_fitted;Russia_fitted;Rwanda_fitted;Saint Kitts and Nevis_fitted;Saint Lucia_fitted;Saint Vincent and the Grenadines_fitted;San Marino_fitted;Sao Tome and Principe_fitted;Saudi Arabia_fitted;Senegal_fitted;Serbia_fitted;Seychelles_fitted;Sierra Leone_fitted;Singapore_fitted;Slovakia_fitted;Slovenia_fitted;Somalia_fitted;South Africa_fitted;Spain_fitted;Sri Lanka_fitted;Sudan_fitted;Suriname_fitted;Sweden_fitted;Switzerland_fitted;Syria_fitted;Tajikistan_fitted;Tanzania_fitted;Thailand_fitted;Timor-Leste_fitted;Togo_fitted;Trinidad and Tobago_fitted;Tunisia_fitted;Turkey_fitted;US_fitted;Uganda_fitted;Ukraine_fitted;United Arab Emirates_fitted;United Kingdom_fitted;Uruguay_fitted;Uzbekistan_fitted;Venezuela_fitted;Vietnam_fitted;West Bank and Gaza_fitted;Western Sahara_fitted;Yemen_fitted;Zambia_fitted;Zimbabwe_fitted
7/8/20;33594;3106;17348;855;386;70;87030;29820;9056;18513;21916;106;30931;172134;98;64224;1713160;18;39588;63245;78304;8566;3071;215;2003;1138;6774;21;7265;206072;5871;61;963;198699;22822;3622;23;25411;5697;1790;767296;68079;248379;52007;8847;19;1141;1946;91;926;1268;84;1854;30249;7406;8950;50207;240848;36689;44859;101553;30175;699749;1194;16;22;29;698;724;220144;7657;17076;91;1584;45298;1798;1763;3028;224665;252513;2094;10084;665;71747;32498;372;6364;509;3197;24;695;133;1221;208938;3054699;977;51457;53045;288511;974;11092;8008;369;5029;10;1318;1895;885;28052.11074270278;3247.019779967338;18661.479554283113;890.2010350208235;516.8743775055839;64.57275977718146;76461.126718407;25352.892249151264;14207.02569680125;20324.48919623109;19858.96104209517;476.90797878108896;25558.817146239955;93899.84813633958;115.5599987358351;61217.000059972976;1488185.4987575929;18.20682587111364;41015.546030347854;63847.18099829654;66705.30406011884;7200.219058862735;1835.8155982379396;167.37937967518926;2065.6287507055677;956.0256768807097;4819.54961792631;23.285170933741036;7779.303608054035;215035.18154758212;3993.5160388136737;362.4857894293634;977.5269892294723;205528.40183148818;18868.052741708652;5089.285819429205;24.47538172590973;16931.15554753519;5132.4581582273895;1519.5693029286265;943744.0649688995;60621.24434388814;250024.81253704097;40498.04605200967;6319.773920398718;19.942158360603457;1328.986728739182;4542.205845948377;0.0;832.7010317357624;1450.6225681572203;89.46454113477527;1920.3633846398009;21747.23094337996;7068.231724276115;9175.346620051834;40347.38477305017;207847.5579231808;36000.7575454305;45017.04563963944;92118.0771657918;33556.97051069508;645051.6029352905;1459.8324529675967;16.486704253470016;21.63158648131791;37.50886616953007;746.5326516906124;212.97411247966687;183425.4235403547;6439.355135370762;18543.86365604303;74.34359041744567;313.83695451876883;45319.298116818354;2038.6359429020629;1988.715402012443;2268.306391165749;206150.93392507976;294044.769740215;2307.9357289713626;5030.248917736656;541.1806371282702;68753.04515678028;34997.403893199385;453.23614761976194;0.0;572.2808704929752;3288.0612649192894;26.447652680252453;587.0632252601768;572.6415135997419;1859.8507863341204;18.262581576866737;3249537.1568625285;647.7034999391332;41122.09327933361;49966.042814061155;309949.36226781417;1032.6358897271186;12950.011021509108;6252.105478760164;563.4253958314204;5253.174849553998;10.170504992892019;516.926493580186;2280.8738999001644;1144.2959617737115
7/9/20;33908;3188;17808;855;396;73;90693;30346;9374;18615;22464;107;31528;175494;98;64411;1755779;18;40790;64221;79254;8844;3071;232;2011;1213;6973;26;7273;207356;5871;63;968;199001;23463;3672;23;26658;5881;1790;793802;70736;250458;52840;9358;19;1154;2011;134;957;1342;84;1857;30748;7572;8965;51725;243599;36951;45277;102110;30789;706240;1210;16;22;29;699;726;223327;7784;17342;94;1598;45423;1851;1776;3038;238339;253056;2154;10158;694;72082;32586;372;6410;509;3202;24;704;133;1231;209962;3117946;1000;52285;53577;289154;977;11564;8372;369;5220;10;1356;1895;885;28898.901956633763;3318.09542270578;19084.054618982245;894.1805663668806;535.604653081189;65.22183900362464;79508.85315108551;26050.94278188606;14338.840174669667;20413.925467379162;20362.925981723733;489.75216779879736;26292.060497306302;98841.45801930886;116.24508052994302;62556.7971231804;1542317.6178983639;18.23357805755262;42059.91716738379;65027.24505861748;68552.19860880461;7501.694266112691;1919.0419083506715;170.1040203547973;2072.9319032156923;1000.4743101836392;4986.306871501512;23.381028713170238;7815.280850611047;216757.3146617449;4158.534425179429;377.6259231099369;989.6873069418178;206339.03388690657;19544.229896705816;5141.256589675538;24.521984272332375;17784.441587797755;5265.802330315543;1563.9410213051685;974304.3043992433;62304.23275634922;252708.58021804248;41798.27374087896;6352.878593556723;19.96539148756209;1329.8466893010789;4646.241845839047;0.0;852.0321020581528;1518.6517220391906;89.59078441524616;1934.0693696231406;22617.534866321123;7214.342921937174;9206.087889989976;41934.54708081555;213553.13933745874;36575.05621864143;45375.38662896332;94419.7563691626;34191.9708399459;663041.2508108981;1494.175210965257;16.51498849263359;21.715555489838522;37.926546839710625;748.2308118531374;222.15848486663046;189149.27762150957;6622.593058809691;18822.442827210183;75.64553243054357;326.8731668415175;46247.523459153796;2062.631216913051;2000.3748623005486;2356.038199741436;215376.99847160687;295983.23889956676;2348.953651556631;5306.260563717593;565.3664143972937;69603.95956156446;35099.776138758774;468.32241741883695;0.0;580.0557497315879;3292.9371453611966;26.808042569722943;599.3078257927936;582.230975621367;1881.0768476245046;15.959727888067796;3299890.923419996;666.3918193801524;42290.473166191885;50923.21810420082;311875.7505088443;1041.1297131182405;13326.712217511495;6392.824823018127;568.4481372912114;5423.809374376162;10.211389730834888;550.9099803927488;2380.0755500802425;1198.8607804008248
7/10/20;34194;3278;18242;855;458;74;94060;30903;9553;18709;22990;108;32039;178443;98;64604;1800827;18;41915;65018;80235;9142;3071;232;2013;1257;7120;26;7279;208015;5942;64;973;199332;23834;3732;23;27619;5969;1842;820916;72347;252720;53580;9910;19;1165;2082;184;963;1342;84;1861;31323;7777;8974;53614;246351;37216;45679;102630;31381;712863;1252;17;22;29;699;727;226486;7882;17728;100;1613;45614;1870;1793;3038;250687;253908;2454;10204;726;72459;32690;394;6457;509;3202;24;710;133;1240;210965;3185737;1006;53116;54050;289678;985;12027;8803;370;5551;10;1380;1895;942;29748.21935929236;3390.5599070907147;19512.96123407262;898.1777999339226;554.9569513652364;65.87183667417253;82666.77701412278;26755.48607791479;14471.87763945507;20503.753298446733;20871.877688625922;502.9422792831537;27035.825821428207;103980.91088496333;116.93386472916946;63880.19630726184;1597405.951520417;18.260369552224375;43120.40375126299;66212.97712600415;70406.19257256387;7813.150728574543;2004.9876422825025;172.86099026084992;2080.171041647228;1046.704833549175;5154.6756585445155;23.47718830492027;7849.989249623847;218485.17703639023;4327.668316077953;393.3741170265626;1001.883581093659;207143.94934392098;20235.39047220965;5193.757708969952;24.565911276263506;18673.76247779615;5400.436982035758;1608.5222516920628;1004772.4904144565;64022.46557172406;255391.91585093684;43120.7659807031;6379.595695476018;19.98865167296485;1330.441414099463;4752.660237173319;0.0;871.4448114300217;1589.7944789911553;89.71719854201861;1947.8725643884704;23510.567601286188;7362.035897760357;9236.763448352762;43557.929401974296;219261.16717911314;37153.41694188662;45731.49522469048;96709.70221369753;34837.915310524055;681021.8224306311;1528.9898177508326;16.54255971395348;21.79969296197639;38.346626618543205;749.8125605306492;231.6983088837115;194927.42931712302;6808.543762353059;19102.24436943448;76.95773995158551;340.43146975446257;47167.331746074175;2086.9089213402735;2012.102195401347;2444.8842248390524;224895.6972236006;297933.4324465914;2389.716615736129;5593.306835799229;590.5749596371619;70443.59578174325;35201.71046898579;483.90649159167003;0.0;587.4775933901037;3297.697980799782;27.15651550527541;611.7453790904885;591.9400827288739;1902.5450268200127;13.947241348219453;3350516.3451609467;685.6193568281903;43484.5601228443;51876.77350532964;313746.83093768643;1049.692592957151;13712.169004067815;6531.00934827963;573.515643086805;5599.478491711777;10.250570123169435;586.7703211903824;2483.0899572358117;1255.7501079710264
7/11/20;34366;3371;18712;855;462;74;97509;31392;9797;18783;23521;111;32470;181129;103;64767;1839850;18;43114;67209;81158;9391;3071;232;2014;1311;7402;26;7291;208015;5942;64;981;199709;24248;3772;23;28598;6044;1842;849522;74018;255117;54058;10410;19;1173;2168;184;998;1389;84;1865;31987;7975;8977;54697;248872;37521;46221;103128;32079;719449;1299;17;22;29;699;727;229480;8014;18073;100;1618;45783;1893;1827;3051;264184;253908;2511;10250;741;72773;32817;394;6506;509;3216;24;710;133;1245;211981;3245925;1013;53941;54453;290504;986;12513;9178;370;5931;10;1389;1895;982;30598.15656873718;3464.4326451054976;19948.125921763803;902.1928136786381;574.9476008759976;66.52259416943161;85937.94710905815;27465.68549577715;14606.149437820575;20593.97438608078;21385.3654648297;516.4876296685105;27789.533795785967;109319.01601656793;117.62636689396787;65184.08815725466;1653392.8234293978;18.2872004128859;44196.634402192896;67403.62599046458;72264.03712116969;8134.67570627268;2093.6335232378797;175.65022939814645;2087.345012803306;1094.7601788194286;5324.293139370106;23.573649804966514;7883.404784324481;220218.63146511262;4500.757296928524;409.7526884523048;1014.1120081478925;207943.03314746826;20941.095852052105;5246.794581877217;24.607143162151118;19599.88279918933;5536.229798291738;1653.2266270285618;1035062.6053980512;65775.98229622464;258073.95390948415;44464.41676445197;6399.822736902453;20.011938948305062;1330.7704829857678;4861.515554620987;0.0;890.9160304863431;1664.1859172801867;89.84378372528778;1961.7736495993738;24425.812425926113;7511.25543977779;9267.371417837032;45215.95075068182;224960.23416991028;37735.66712143151;46085.23909196461;98982.8542833009;35494.95040133204;698957.2089334715;1564.2638642778943;16.56941292254154;21.883997720974865;38.76905720729948;751.2769058477311;241.60361766515672;200750.78618113248;6997.074438866239;19383.156598782538;78.27973945269143;354.53110450832395;48076.98317260598;2111.4723804140667;2023.8977907081453;2534.6303738986026;234704.6304494468;299895.4072410331;2430.1694050214364;5891.321415369833;616.8441078687028;71271.07318136242;35303.19945411401;500.0045007827272;0.0;594.5244232101221;3302.3430922107177;27.49225977801758;624.3760084210742;601.7687856406482;1924.2580827217703;12.188513171014291;3401400.7862494984;705.4016703687666;44704.45461703495;52825.453408670335;315561.3167261992;1058.3250772487659;14106.444941904323;6666.240674038687;578.628311960016;5780.2960555005875;10.288018126761276;624.5599782930624;2590.017123933645;1315.0348132802449
7/12/20;34451;3454;19195;855;506;74;100166;31969;9980;18897;24041;111;32941;183795;103;64932;1864681;18;44532;67870;82070;9674;3071;232;2014;1351;7560;26;7294;208015;5942;64;986;199919;24518;3803;23;29355;6141;1842;878254;75699;257303;54894;11117;19;1173;2334;233;1010;1433;84;1869;32558;8111;8981;56015;251625;37891;46512;103598;32535;726036;1337;17;22;35;699;729;232259;8135;18360;100;1635;45961;1901;1841;3059;276242;253908;2617;10250;741;72879;32883;394;6552;509;3217;24;720;133;1263;212993;3304942;1025;54647;54854;291154;987;12997;9465;372;6230;10;1465;1895;985;31446.69964127104;3539.732954969451;20389.464741533153;906.2256858938608;595.593023321682;67.1739493617175;89325.41749503369;28180.64618728838;14741.667021609093;20684.590434125574;21902.907238228538;530.3977862445065;28552.54993517469;114855.67135708396;118.3226025949098;66465.31298792716;1710215.5283075098;18.31407069737901;45288.19475118644;68598.40894512949;74122.31229200267;8466.332308075573;2184.947098750874;178.471658085914;2094.4526680215563;1144.6812961158312;5494.766890812507;23.67041329997988;7915.504209761859;221957.5377361121;4677.611081817326;426.7845914503597;1026.3686713953662;208736.1706660723;21660.83165204144;5300.372667882142;24.645661486016095;20563.495562172313;5673.039138986613;1697.9624718206235;1065086.6946875532;67564.77346868227;260753.81480074886;45827.993935226834;6413.483525214019;20.03525334511265;1330.8336883175098;4972.863579397262;0.0;910.4214527517546;1741.9662518930534;89.97054017544647;1975.7733105574978;25362.63144077856;7661.942223093921;9297.909914556507;46906.77716254584;230638.46683035616;38321.625828514814;46436.48522480468;101233.99725387727;36163.22278213152;716810.2052146012;1599.9836992463922;16.59554324222367;21.968468573341916;39.19378838138576;752.622929292913;251.88437323213253;206609.62812504434;7188.03898633669;19665.063660261618;79.61103141760027;369.191877084758;48974.70318687599;2136.324957458719;2035.7620397805626;2625.0417680264736;244800.08449331977;301869.22023099987;2470.255552650879;6200.164341519938;644.2125748179684;72085.50981811163;35404.23566850715;516.633078298941;0.0;601.1749839945468;3306.871816193682;27.814477429835083;637.1996782090381;611.716966221195;1946.2188055074837;10.651549239067062;3452531.4196295612;725.7547668497793;45950.224823973665;53767.96948269875;317317.96194566356;1067.0277181230795;14509.5941693588;6798.0952907612;583.7865461988192;5966.376056376512;10.323706810340001;664.3250522209595;2700.955171641463;1376.7849590121425
7/13/20;34455;3571;19689;858;525;74;103265;32151;10251;18948;24570;113;33476;186894;103;65114;1884967;18;45506;68459;83001;9978;3071;232;2014;1389;7766;26;7295;209640;6026;64;995;200180;24988;3826;23;29742;6141;1842;906752;76981;259652;55508;11444;19;1174;2419;245;1024;1512;84;1874;33153;8197;8984;58179;253604;38190;46818;104016;32948;732547;1378;17;22;35;699;732;235111;8198;18639;100;1642;46283;1902;1849;3072;287796;255953;2646;10316;780;73049;32946;417;6596;509;3220;24;721;133;1302;214001;3364157;1029;55285;55198;291691;989;13591;9707;373;6566;10;1498;1895;1034;32291.732770577033;3616.4800348712874;20836.88285540404;910.2764952099473;616.909699466944;67.82573664367324;92832.23929914963;28899.415374113607;14878.44194880508;20775.6031536523;22423.989435077834;544.6825738800014;29324.183545388933;120589.76683041015;119.02258741205942;67720.67488545684;1767806.4866925005;18.340980463630885;46394.62656347764;69796.51214982917;75977.43366868324;8808.156835413647;2278.8815848168833;181.32517634504867;2101.4928635960587;1196.5067586291163;5665.675300895083;23.767478867266753;7946.265069484881;223701.75262737714;4858.007933394429;444.493417700786;1038.649541421332;209523.24772265818;22394.004704971136;5354.497481944019;24.68144899043335;21565.210216191208;5810.714024999263;1742.632977176663;1094755.520632169;69388.77782376388;263430.60537522804;47210.136330965135;6420.528760341978;20.058594894954172;1330.6310362093761;5086.761368283976;0.0;929.9356175906669;1823.2809636656193;90.09746810308509;1989.8722372321224;26320.258646510567;7814.032826441115;9328.377048191614;48628.31168254473;236283.5681154665;38911.10379050856;46785.100039524754;103457.78156569744;36842.87934966567;734542.6893988713;1636.1343907632956;16.62094591715148;22.053104308991212;39.62076796918045;753.8497851101416;262.5504246081965;212493.6224664629;7381.277807517455;19947.845559325913;80.95109005439508;384.43415847805267;49858.68926911821;2161.4700553453954;2047.6953363557454;2715.862897464947;255176.93437808478;303854.92845052603;2509.9174648349235;6519.614381979836;672.719934611581;72886.02426769122;35504.81169204571;533.8093743987417;0.0;607.4088610328996;3311.283505168298;28.122388044061527;650.2161874694175;621.7844351089219;1968.4300169548146;9.308388644515317;3503895.2438507155;746.6951149446144;47221.904519680706;54703.00373829445;319015.56433639926;1075.80107186252;14921.660723123217;6926.146866263317;588.9907516684231;6157.832401309648;10.357610381874654;706.1038768795229;2815.999798386949;1441.069411813903
7/14/20;34740;3667;20216;861;541;74;106910;32490;10487;19021;25113;116;34078;190057;103;65269;1926824;18;46305;69570;83930;10303;3071;232;2015;1434;7969;26;7301;209640;6026;64;999;200456;24988;3883;23;30872;6200;1842;936181;78572;262173;56174;11444;19;1174;2451;256;1024;1563;84;1875;33616;8332;9001;59568;255769;38457;47051;104533;33585;738787;1416;17;22;35;699;732;237803;8243;18983;100;1651;46630;1908;1859;3076;298292;256619;2665;10417;801;73364;33016;439;6643;509;3227;24;731;133;1306;214993;3431574;1040;55931;55573;292931;997;14085;10010;373;6764;10;1516;1895;1064;33131.04544123481;3694.692939409335;21290.274141949958;914.3453205961583;638.9141317131439;68.47778696273484;96461.45203575859;29620.98302724113;15016.48588450434;20867.014262988792;22948.06687480394;559.3520821136482;30103.687029191187;126519.08459962212;119.72633692778368;68946.95684747837;1826093.429995191;18.367929769664737;47515.42568224402;70997.09111984467;77825.66237871941;9160.156229237266;2375.374771594563;184.21066322479467;2108.4644603325323;1250.272341318387;5836.568430486077;23.864846575024988;7975.665780104539;225451.1299026369;5041.693353903261;462.9033912984714;1050.950478328736;210304.15062496424;23139.93953608832;5409.174595056513;24.71448961462379;22605.54026234272;5949.094127967173;1787.1364137717626;1123979.2151297128;71247.87982232614;266103.4194129193;48609.350586817054;6420.9364700714705;20.081963629432863;1330.1627456710255;5203.267282660468;0.0;949.4319410603016;1908.280920127857;90.22456771899166;2004.071124289873;27297.793671271018;7967.459611187513;9358.770922142336;50378.18574110179;241882.86539929942;39503.90335576205;47130.949471018575;105648.74623541522;37534.06710317573;752115.7884717893;1672.6996930313123;16.64561630903637;22.137903701166568;40.04994182974722;754.9567019466265;273.6114627539791;218391.84417951538;7576.617386370156;20231.378190660937;82.29936304293113;400.27889118590224;50727.11738495525;2186.9111169497587;2059.698076360113;2806.818085048684;265828.55765580334;305852.58901732974;2549.096548417621;6849.361209863245;702.4065819728352;73671.7370466215;35604.92011151364;551.551070423907;0.0;613.2066139473555;3315.5775275645947;28.41523186888203;663.4251606820384;631.9709291645725;1990.8945709241762;8.134595391415028;3555479.0981944073;768.2396592145795;48519.49117127231;55629.21156746307;320652.9685566273;1084.6456989298358;15342.677836282377;7049.9687852637035;594.2413378459567;6354.778703471206;10.389704226261472;749.9255012189702;2935.2436803331498;1507.9554144525234
7/15/20;34994;3752;20770;862;576;74;111146;33005;10810;19154;25672;119;34560;193590;104;65443;1966748;18;47671;70329;84843;10645;3071;232;2016;1489;8181;26;7296;210568;6121;64;1004;200890;25430;3910;23;32074;6276;1842;968857;80094;264561;56877;12282;19;1178;2542;256;1056;1589;84;1882;34259;8530;9011;61247;257914;38721;47426;104983;34226;745197;1435;17;22;35;699;737;240474;8369;19334;100;1668;46878;1927;1878;3083;311049;257494;2671;10527;837;73663;33148;458;6695;509;3232;24;740;133;1319;215940;3498902;1043;56779;55848;293469;1009;14581;10428;381;7064;10;1526;1895;1089;33962.34130563826;3774.390551773961;21749.52084243832;918.4322413637512;661.6228150632747;69.12992785737801;100216.07437773958;30344.282818075066;15155.81060189195;20958.825487749422;23474.56323738082;574.4166726321808;30890.255058876955;132640.19834985508;120.43386668286423;70140.93715364546;1884999.6189467376;18.39491867358366;48650.0409959532;72199.27133516535;79663.11578353398;9522.305505706998;2474.3478866214123;187.12797614892096;2115.3663221211923;1306.010557270678;6006.969207230891;23.96251648206546;8003.685646704874;227205.5203081119;5228.37885127739;482.03937064692093;1063.2672316333844;211078.76620987934;23897.875531921094;5464.409634813044;24.744768508332683;23684.88949875873;6088.009836273281;1831.3664310106124;1152667.9492774054;73141.90664354007;268771.3381702405;50024.00916451603;6414.712084547685;20.105359580188672;1329.4292478632217;5322.441018153312;0.0;968.8827539588531;1997.1224695532624;90.35183923415191;2018.3706711245843;28294.195102627436;8122.150589915705;9389.089637482564;52153.75171023556;247423.3586591188;40099.818503332564;47473.899041604076;107801.34333366195;38236.93305753714;769490.0834733633;1709.662022199825;16.669549904762004;22.222865506366364;40.48125382752281;755.9429838521728;285.0769700928009;224292.80222232404;7773.870117452028;20515.53341394771;83.65527139695881;416.7475893157703;51578.14829298101;2212.6516256143514;2071.7706579297287;2897.612167869813;276746.74488113733;307862.25913057005;2587.733360332729;7188.997883627557;733.3136807786636;74441.77303026969;35704.553521985;569.8763941894712;0.0;618.5499060897159;3319.7532680077725;28.69227436246905;676.826040638684;642.2761091176388;2013.615353779462;7.10881415180942;3607269.676881426;790.4058327513098;49842.94358556361;56545.224839252944;322229.0673709108;1093.562163979255;15772.667087049194;7169.137013790521;599.5387178801627;6557.328043806603;10.419964935115583;795.8080358015156;3058.775826970615;1577.5081127702392
7/16/20;35070;3851;21355;877;607;74;114783;33559;11233;19270;26165;124;35084;196323;104;65623;2012151;18;48743;71365;85771;10957;3071;251;2016;1552;8475;26;7293;211102;6121;78;1006;201450;26125;3939;23;32939;6359;1902;1003832;81668;267061;57668;12498;19;1179;2599;256;1070;1652;84;1902;34854;8623;9015;62574;257914;39054;47765;105477;35003;751612;1473;17;23;35;699;740;243238;8481;19717;108;1678;47126;1951;1897;3106;324221;258855;2687;10527;904;73936;33290;477;6741;509;3236;24;749;133;1327;216873;3576157;1051;57640;56129;294116;1026;15066;10854;381;7412;10;1552;1895;1362;34783.24737883754;3855.5915475429197;22214.493258077797;922.5373371666076;685.0521930242139;69.78198348949567;104099.09382913512;31068.19353206179;15296.427983445814;21051.0385608651;24002.871126261867;589.8869858980825;31683.024213481385;138948.37654402718;121.1451922513679;71299.40499351906;1944444.1589119511;18.421947233571235;49797.874126427334;73402.1488528364;81485.7800747108;9894.544835194218;2575.7044874119492;190.07695047927515;2122.197320287647;1363.7501714357609;6176.374989313553;24.06048863772522;8030.3048963976435;228964.77163250835;5417.740934593784;501.9268425676163;1075.595440905509;211846.9818827805;24666.964411125693;5520.208285977705;24.772272047016163;24803.538024780395;6227.282379451044;1875.2123696991716;1180732.6707823083;75070.62482416163;271433.43089092773;51452.34926258454;6401.888415486672;20.128782778898312;1328.4311828518282;5444.343634928133;0.0;988.2593489474539;2089.9675611976286;90.47928285974571;2032.7715818962245;29308.275179545377;8278.029493446329;9419.331290749047;53952.07804449319;252891.78176525506;40698.63474711988;47813.81398082048;109909.96492960921;38951.62415555952;786625.8061386961;1747.0024211864895;16.6927423177886;22.307988464267975;40.914645823511066;756.8080112916865;296.95616572030485;230184.47324021856;7972.834079754752;20800.17918628644;85.01820927657019;433.86233608596916;52409.93578596497;2238.695105615782;2083.9134814084687;2987.931541068297;287921.62239860557;309883.9960686045;2625.767766632489;7538.013435977144;765.4831077844203;75195.26351762154;35803.70451740586;588.8041352284633;0.0;623.4216143556217;3323.810127497056;28.95280969491363;690.4180806551569;652.6995574826883;2036.595284693011;6.2123819754893645;3659253.554933525;813.2115715026284;51192.179549530134;57449.655631564296;323742.8031901426;1102.5510359108187;16211.63764392546;7283.2326906500675;604.8833085819712;6765.592712666021;10.448370289156793;843.7569016655414;3186.6808845829582;1649.79004115932
7/17/20;35229;3906;21948;880;638;76;119301;34001;11441;19439;26636;129;35473;199357;104;65782;2046328;18;50113;72444;86474;11207;3071;251;2020;1619;8803;26;7301;211943;6315;78;1010;202045;26572;3964;23;33809;6430;1927;1039084;83130;269440;58221;13101;19;1185;2700;311;1085;1704;85;1908;35454;8786;9025;64193;261917;39407;48077;105898;35802;758001;1485;17;23;35;699;741;245851;8544;20109;108;1688;47453;1965;1916;3106;337594;260255;2697;10527;943;74235;33382;496;6786;509;3239;24;766;136;1336;217799;3647715;1056;58466;56422;294803;1037;15607;11191;382;7764;10;1576;2810;1420;35591.3256068741;3938.3143858095664;22685.0494350992;926.6606880000855;709.2186108119389;70.4337747070471;108113.455587402;31791.540863289632;15438.350024230984;21143.655222613466;24532.35262428111;605.7739488818648;32481.07303036529;145437.48535717465;121.86032922074541;72419.17918061734;2004342.29894355;18.449015507896497;50958.277717281286;74604.79098635864;83289.52498281437;10276.77677734086;2679.329437629785;193.05739857576268;2128.9563324818023;1423.5156888583606;6344.259444445755;24.158763081781398;8055.5046848607735;230728.7287212425;5609.420410979616;522.5919144907193;1087.9306375863957;212608.68565747127;25446.267740714713;5576.576291061746;24.796987819578646;25961.6275608374;6366.723989425549;1918.5596807858224;1208085.7656741196;77033.73749599792;274088.7552677202;52892.471793126286;6382.525259992592;20.152233257275295;1327.1694016912984;5569.037591233096;0.0;1007.5320343612117;2186.9838470226837;90.6068988071334;2047.2745656037973;30338.694624907275;8435.015703912362;9449.493970466136;55769.94554230173;258274.66342580534;41300.12911616448;48150.559342389744;111968.97096592025;39678.28709717751;803483.0536750699;1784.7005304122624;16.715189288887665;22.393271297652195;41.35005765459464;757.5512431362017;309.2579469666017;236054.3380785643;8173.2929798877185;21085.179430117416;86.38754382619756;451.6457774857895;53220.63441079268;2265.0451226442956;2096.1269493601408;3077.4454930933834;299341.5789698298;311917.8571867466;2663.1391062963185;7895.786120006427;798.9573992153554;75931.34811899388;35902.36566982674;608.3536602940632;0.0;627.8059484324823;3327.747523578428;29.196163818882635;704.2003380904537;663.2407751394235;2059.837316016401;5.428988914070237;3711417.204289902;836.675328794592;52567.07370558709;58341.10014566659;325193.1674898248;1111.6128878863572;16659.585496550062;7391.845173271736;610.2755304645643;6979.683926406138;10.474899369135734;893.762968343849;3319.0383896503404;1724.8605636718
